   0.00801449	      1.04624	    0.0420962
   0.00818449	     0.963343	    0.0373062
   0.00835585	     0.991696	    0.0330041
   0.00853455	      1.08468	    0.0317001
   0.00871398	      1.01439	    0.0283683
   0.00889431	     0.983672	    0.0265683
   0.00908227	      1.00024	    0.0255967
   0.00927834	      1.00443	    0.0243177
   0.00947470	     0.950767	    0.0228664
   0.00967151	     0.991529	    0.0214666
   0.00987668	     0.975923	    0.0194807
    0.0100907	     0.981476	    0.0182617
    0.0103044	     0.988030	    0.0180464
    0.0105178	     0.962666	    0.0166391
    0.0107402	     0.977963	    0.0159812
    0.0109722	     0.967709	    0.0150885
    0.0112144	     0.972626	    0.0140210
    0.0114554	     0.951344	    0.0135447
    0.0116952	     0.987511	    0.0129950
    0.0119452	     0.969068	    0.0120852
    0.0122062	     0.970325	    0.0114269
    0.0124788	     0.975160	    0.0108066
    0.0127487	     0.972363	    0.0107959
    0.0130160	     0.962155	    0.0100642
    0.0132948	     0.955848	   0.00936928
    0.0135857	     0.960497	   0.00888865
    0.0138897	     0.964288	   0.00843741
    0.0141888	     0.870240	   0.00798143
    0.0144831	     0.541610	   0.00571524
    0.0147898	     0.345461	   0.00419943
    0.0151097	     0.260476	   0.00340340
    0.0154439	     0.196808	   0.00276360
    0.0157931	     0.160767	   0.00236399
    0.0161343	     0.134465	   0.00219018
    0.0164671	     0.111521	   0.00189265
    0.0168140	    0.0931257	   0.00163885
    0.0171758	    0.0798159	   0.00143690
    0.0175536	    0.0658630	   0.00123952
    0.0179483	    0.0566229	   0.00109604
    0.0183612	    0.0520977	  0.000999657
    0.0187935	    0.0425765	  0.000855388
    0.0192123	    0.0385159	  0.000840189
    0.0196170	    0.0345137	  0.000759880
    0.0200392	    0.0301942	  0.000680570
    0.0204799	    0.0268551	  0.000613899
    0.0209404	    0.0246516	  0.000560788
    0.0214222	    0.0209084	  0.000496059
    0.0219266	    0.0178123	  0.000436912
    0.0224553	    0.0160558	  0.000394239
    0.0229611	    0.0141361	  0.000387916
    0.0234428	    0.0124560	  0.000350936
    0.0239451	    0.0111611	  0.000318796
    0.0244695	    0.0105594	  0.000297905
    0.0250173	   0.00937783	  0.000268608
    0.0255902	   0.00852543	  0.000244629
    0.0261900	   0.00782308	  0.000225344
    0.0268185	   0.00698700	  0.000204470
    0.0274780	   0.00624019	  0.000186049
    0.0281707	   0.00577635	  0.000171490
    0.0288219	   0.00524142	  0.000177565
    0.0294291	   0.00452049	  0.000160405
    0.0300625	   0.00438382	  0.000152961
    0.0307237	   0.00384803	  0.000139480
    0.0326827	   0.00316074	  0.000110738
    0.0343582	   0.00249456	  6.97735e-05
    0.0361564	   0.00209404	  5.07413e-05
    0.0380885	   0.00174242	  3.88121e-05
    0.0401669	   0.00143700	  2.75615e-05
    0.0424048	   0.00122650	  2.09941e-05
    0.0448173	   0.00103696	  1.60655e-05
    0.0474204	  0.000909455	  1.24501e-05
    0.0502318	  0.000753524	  9.43275e-06
    0.0532709	  0.000644290	  7.24739e-06
    0.0565585	  0.000563056	  5.73452e-06
    0.0601171	  0.000488062	  4.52043e-06
    0.0640768	  0.000416321	  3.47417e-06
    0.0684743	  0.000359827	  2.74153e-06
    0.0732797	  0.000308202	  2.15424e-06
    0.0785345	  0.000254071	  1.68301e-06
    0.0844728	  0.000210140	  1.29545e-06
    0.0911635	  0.000166941	  9.94879e-07
    0.0988351	  0.000124180	  7.26274e-07
     0.107606	  8.91773e-05	  5.39864e-07
     0.117854	  5.73561e-05	  3.84121e-07
     0.129799	  3.20433e-05	  2.86129e-07
     0.144115	  1.50576e-05	  2.32709e-07
     0.161251	  4.74058e-06	  2.15911e-07
     0.182549	  1.21242e-06	  2.04149e-07
