   0.00819382	      1.05053	    0.0477546
   0.00831270	      1.13869	    0.0476063
   0.00843508	      1.05482	    0.0425958
   0.00855373	      1.11084	    0.0443697
   0.00866877	      1.08062	    0.0403595
   0.00878694	      1.04739	    0.0368423
   0.00890838	      1.05712	    0.0352272
   0.00903322	      1.08950	    0.0338755
   0.00916162	      1.05424	    0.0318506
   0.00929371	      1.05892	    0.0303305
   0.00942967	      1.07131	    0.0292211
   0.00956967	      1.08985	    0.0284353
   0.00971389	      1.12182	    0.0276004
   0.00985271	      1.07242	    0.0271472
   0.00998628	      1.02789	    0.0252113
    0.0101235	      1.06621	    0.0242667
    0.0102646	      1.11781	    0.0239820
    0.0104096	      1.11227	    0.0226662
    0.0105588	      1.07263	    0.0209547
    0.0107124	      1.01477	    0.0192002
    0.0108704	      1.06751	    0.0192096
    0.0110333	      1.06012	    0.0182842
    0.0112010	      1.02620	    0.0171033
    0.0113740	      1.07281	    0.0168762
    0.0115523	      1.08248	    0.0160130
    0.0117225	      1.11261	    0.0167710
    0.0118846	      1.04800	    0.0154191
    0.0120512	      1.05492	    0.0147861
    0.0122226	      1.05461	    0.0141744
    0.0123990	      1.05331	    0.0135948
    0.0125805	      1.06652	    0.0131930
    0.0127674	      1.07708	    0.0127315
    0.0129599	      1.06352	    0.0120982
    0.0131583	      1.07775	    0.0116867
    0.0133629	      1.06622	    0.0110682
    0.0135740	      1.05149	    0.0104237
    0.0137918	      1.05974	    0.0100474
    0.0140167	      1.08538	   0.00980723
    0.0142286	      1.05951	    0.0101577
    0.0144277	     0.991824	   0.00935735
    0.0146324	     0.754563	   0.00765838
    0.0148430	     0.480967	   0.00567838
    0.0150597	     0.354635	   0.00462208
    0.0152829	     0.278040	   0.00389643
    0.0155128	     0.229625	   0.00338751
    0.0157497	     0.193323	   0.00298473
    0.0159939	     0.163130	   0.00262572
    0.0162459	     0.139300	   0.00232539
    0.0165059	     0.118874	   0.00206187
    0.0167744	     0.102109	   0.00183186
    0.0170517	    0.0867659	   0.00161864
    0.0173384	    0.0763824	   0.00145595
    0.0176349	    0.0681931	   0.00132819
    0.0179417	    0.0573494	   0.00116263
    0.0182257	    0.0506197	   0.00117697
    0.0184870	    0.0466649	   0.00109524
    0.0187560	    0.0441774	   0.00103103
    0.0190329	    0.0397062	  0.000944077
    0.0193181	    0.0358992	  0.000866888
    0.0196120	    0.0309459	  0.000781509
    0.0199150	    0.0276632	  0.000714858
    0.0202275	    0.0259113	  0.000668798
    0.0205499	    0.0229035	  0.000608648
    0.0208828	    0.0215801	  0.000567619
    0.0212267	    0.0198773	  0.000527662
    0.0215821	    0.0179708	  0.000483315
    0.0219495	    0.0157007	  0.000435493
    0.0223297	    0.0142861	  0.000401209
    0.0227234	    0.0132857	  0.000371189
    0.0231311	    0.0113283	  0.000330197
    0.0235537	    0.0106286	  0.000308014
    0.0239921	   0.00893025	  0.000273521
    0.0244471	   0.00896907	  0.000263397
    0.0249197	   0.00789556	  0.000239569
    0.0253456	   0.00686369	  0.000251139
    0.0257250	   0.00609121	  0.000230572
    0.0261158	   0.00567989	  0.000218164
    0.0265187	   0.00519973	  0.000204510
    0.0269343	   0.00510575	  0.000196452
    0.0273631	   0.00459467	  0.000183510
    0.0278057	   0.00451184	  0.000177541
    0.0282630	   0.00360601	  0.000156457
    0.0287355	   0.00344080	  0.000147476
    0.0292240	   0.00335576	  0.000144630
    0.0297295	   0.00290915	  0.000130686
    0.0302528	   0.00269221	  0.000126911
    0.0307948	   0.00265095	  0.000125006
    0.0313566	   0.00246519	  0.000119335
    0.0319393	   0.00197134	  0.000110046
    0.0325441	   0.00191448	  0.000106600
    0.0331722	   0.00179305	  0.000109189
