#bender channel description
#no_channels 93
#width_tot 0.11
#format: entry_width exit_width spacer_length coating_1 coating_2
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
0.00118 0.000944 0.005 1e-06 1e-06
