## begin version 0.97 source file header              
## generated by Erik Iverson at Wed Mar 27 17:06:52 2002
## by scaling source_sct521_bu_08.dat by a factor of 1.000e+00 
## and renormalizing the pulse shapes to match.       
## source_sct521_bu_08.dat is described as:                    
###  ## begin version 0.96 source file header              
###  ## generated by Erik Iverson at Thu Mar 14 13:45:57 2002
###  ## from the output of MCNP case sct521, described as: 
###  ##  SNS 1 - HPTS 1/02 sct51a BU w/ p and Point Detectors and pd card               
###  ## mcnpxpar   2.1.5  04/02/02 11:41:30   23   10000000   451456398297
###  ## The output reported is for the following moderator
###  ##           8BU Beamline, 10m from surf, perp, intensity/u, E * n/st(p)/eV/p      
###  ## headerend
##
## section 1 key
## output is reported for entire 10x12cm2 surface.
## output is scaled per 34 kJ (2 MW/60 Hz) pulse. 
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 141 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/ster/pulse/eV         n/ster/pulse/Angstrom    
  1.0000e-05   9.0446e+01   4.2147e+00   3.1282e+00   9.3198e-07   6.9172e-07
  1.1220e-05   8.5387e+01   7.0994e-06   7.0994e-06   1.8658e-12   1.8658e-12
  1.2589e-05   8.0610e+01   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
  1.4125e-05   7.6101e+01   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
  1.5849e-05   7.1844e+01   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
  1.7783e-05   6.7825e+01   4.1858e-14   4.1695e-14   2.1949e-20   2.1864e-20
  1.9953e-05   6.4031e+01   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
  2.2387e-05   6.0449e+01   4.4564e-17   4.3962e-17   3.3008e-23   3.2563e-23
  2.5119e-05   5.7068e+01   6.8122e-10   6.8122e-10   5.9969e-16   5.9969e-16
  2.8184e-05   5.3875e+01   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
  3.1623e-05   5.0862e+01   2.1108e-21   2.1108e-21   2.6247e-27   2.6247e-27
  3.5481e-05   4.8016e+01   1.8356e-01   1.8356e-01   2.7127e-07   2.7127e-07
  3.9811e-05   4.5330e+01   1.3677e-04   1.3677e-04   2.4024e-10   2.4024e-10
