1.5859690e+01 4.9779856e+12
1.5991396e+01 4.8793755e+12
1.6123101e+01 5.1094658e+12
1.6254807e+01 5.1971192e+12
1.6386513e+01 5.3432083e+12
1.6518218e+01 5.7486055e+12
1.6649924e+01 6.2562651e+12
1.6781630e+01 7.7646349e+12
1.6913335e+01 1.0755809e+13
1.7045041e+01 1.4663692e+13
1.7176747e+01 2.0667953e+13
1.7308452e+01 2.7165266e+13
1.7440158e+01 3.3973017e+13
1.7571864e+01 3.8863349e+13
1.7703569e+01 3.9473271e+13
1.7835275e+01 3.7490112e+13
1.7966981e+01 3.1522373e+13
1.8098686e+01 2.4232527e+13
1.8230392e+01 1.6924421e+13
1.8362098e+01 1.1566603e+13
1.8493803e+01 8.3818613e+12
1.8625509e+01 5.8837379e+12
1.8757215e+01 5.1058136e+12
1.8888921e+01 4.6931119e+12
1.9020626e+01 5.2993816e+12
1.9152332e+01 5.5879075e+12
1.9284038e+01 6.3402663e+12
1.9415743e+01 7.5308924e+12
1.9547449e+01 8.8420419e+12
1.9679155e+01 9.4519639e+12
1.9810860e+01 1.0449022e+13
1.9942566e+01 1.0061886e+13
2.0074272e+01 9.1791822e+12
2.0205977e+01 7.8330476e+12
2.0337683e+01 6.6469940e+12
2.0469389e+01 5.3554325e+12
2.0601094e+01 4.0202126e+12
2.0732800e+01 3.1543206e+12
2.0864506e+01 2.6777162e+12
2.0996211e+01 2.5358264e+12
2.1127917e+01 2.3357253e+12
2.1259623e+01 2.2447703e+12
2.1391328e+01 2.2120265e+12
2.1523034e+01 2.3793837e+12
2.1654740e+01 2.1392624e+12
2.1786445e+01 2.0701366e+12
2.1918151e+01 2.2083883e+12
2.2049857e+01 2.2047501e+12
2.2181562e+01 2.3357253e+12
2.2313268e+01 2.4485096e+12
2.2444974e+01 2.1901973e+12
2.2576680e+01 2.1938355e+12
2.2708385e+01 1.9682670e+12
2.2840091e+01 2.2920669e+12
2.2971797e+01 2.3175343e+12
2.3103502e+01 2.3575545e+12
2.3235208e+01 2.2665995e+12
2.3366914e+01 2.2047501e+12
2.3498619e+01 2.0992422e+12
2.3630325e+01 2.0483074e+12
2.3762031e+01 2.1938355e+12
2.3893736e+01 2.1501770e+12
2.4025442e+01 2.0373928e+12
2.4157148e+01 2.0082872e+12
2.4288853e+01 2.1647298e+12
2.4420559e+01 2.1574534e+12
2.4552265e+01 2.0774130e+12
2.4683970e+01 1.9464378e+12
2.4815676e+01 2.1501770e+12
2.4947382e+01 2.0046490e+12
2.5079087e+01 2.0337546e+12
2.5210793e+01 2.0119254e+12
2.5342499e+01 1.8773119e+12
2.5474204e+01 1.9500760e+12
2.5605910e+01 2.0082872e+12
2.5737616e+01 2.0373928e+12
2.5869321e+01 1.8009097e+12
2.6001027e+01 1.7827187e+12
2.6132733e+01 1.8191007e+12
2.6264439e+01 1.7681659e+12
2.6396144e+01 1.5571502e+12
2.6527850e+01 1.6772109e+12
2.6659556e+01 1.7135929e+12
2.6791261e+01 1.5912808e+12
2.6922967e+01 1.6530428e+12
2.7054673e+01 1.7075387e+12
2.7186378e+01 1.5985469e+12
2.7318084e+01 1.5622163e+12
2.7449790e+01 1.6494098e+12
2.7581495e+01 1.4168939e+12
2.7713201e+01 1.5404179e+12
2.7844907e+01 1.4931881e+12
2.7976612e+01 1.5040873e+12
2.8108318e+01 1.4495914e+12
2.8240024e+01 1.4459583e+12
2.8371729e+01 1.5040873e+12
2.8503435e+01 1.5186196e+12
2.8635141e+01 1.4350592e+12
2.8766846e+01 1.4968212e+12
2.8898552e+01 1.4059947e+12
2.9030258e+01 1.4350592e+12
2.9161963e+01 1.4568575e+12
2.9293669e+01 1.5040873e+12
2.9425375e+01 1.5694824e+12
2.9557080e+01 1.4059947e+12
2.9688786e+01 1.3623979e+12
2.9820492e+01 1.4495914e+12
2.9952198e+01 1.5077204e+12
3.0083903e+01 1.3650667e+12
3.0215609e+01 1.3287617e+12
3.0347315e+01 1.2452603e+12
3.0479020e+01 1.4703511e+12
3.0610726e+01 1.3686972e+12
3.0742432e+01 1.3614362e+12
3.0874137e+01 1.2634128e+12
3.1005843e+01 1.3396532e+12
3.1137549e+01 1.2597823e+12
3.1269254e+01 1.1944333e+12
3.1400960e+01 1.2234773e+12
3.1532666e+01 1.2416298e+12
3.1664371e+01 1.1871723e+12
3.1796077e+01 1.1944333e+12
3.1927783e+01 1.0964099e+12
3.2059488e+01 1.0419525e+12
3.2191194e+01 1.2488908e+12
3.2322900e+01 1.1036709e+12
3.2454605e+01 1.1617589e+12
3.2586311e+01 1.0709965e+12
3.2718017e+01 9.7660355e+11
3.2849722e+01 9.8023405e+11
3.2981428e+01 1.0238000e+12
3.3113134e+01 9.8749504e+11
3.3244839e+01 9.8023405e+11
3.3376545e+01 9.7660355e+11
3.3508251e+01 1.0310610e+12
3.3639957e+01 1.0746270e+12
3.3771662e+01 1.0129085e+12
3.3903368e+01 9.4392908e+11
3.4035074e+01 1.1145624e+12
3.4166779e+01 9.1488511e+11
3.4298485e+01 9.6934256e+11
3.4430191e+01 1.0528440e+12
3.4561896e+01 1.0020170e+12
3.4693602e+01 9.9838653e+11
3.4825308e+01 9.3666809e+11
3.4957013e+01 1.0092780e+12
3.5088719e+01 8.7858015e+11
3.5220425e+01 9.5119008e+11
3.5352130e+01 7.9870922e+11
3.5483836e+01 8.3864468e+11
3.5615542e+01 8.3138369e+11
3.5747247e+01 8.5316667e+11
3.5878953e+01 9.6934256e+11
3.6010659e+01 7.4425178e+11
3.6142364e+01 8.8221064e+11
3.6274070e+01 9.1851561e+11
3.6405776e+01 7.8781773e+11
3.6537481e+01 8.6768866e+11
3.6669187e+01 8.1323121e+11
3.6800893e+01 8.9310213e+11
3.6932598e+01 8.7494965e+11
3.7064304e+01 9.0036312e+11
3.7196010e+01 7.7692624e+11
3.7327716e+01 7.8055674e+11
3.7459421e+01 8.6768866e+11
3.7591127e+01 6.8253334e+11
3.7722833e+01 7.1520780e+11
3.7854538e+01 7.1520780e+11
3.7986244e+01 6.6801135e+11
3.8117950e+01 7.7692624e+11
3.8249655e+01 7.3336029e+11
3.8381361e+01 7.1883830e+11
3.8513067e+01 7.3699078e+11
3.8644772e+01 8.1686171e+11
3.8776478e+01 6.9342483e+11
3.8908184e+01 6.9342483e+11
3.9039889e+01 6.7890284e+11
3.9171595e+01 6.8616383e+11
3.9303301e+01 7.1520780e+11
3.9435006e+01 6.5711986e+11
3.9566712e+01 6.5711986e+11
3.9698418e+01 6.5348936e+11
3.9830123e+01 6.5711986e+11
3.9961829e+01 6.4985887e+11
4.0093535e+01 6.7116805e+11
4.0225240e+01 5.6595792e+11
4.0356946e+01 4.8977128e+11
4.0488652e+01 6.9293566e+11
4.0620357e+01 5.9135347e+11
4.0752063e+01 5.0428302e+11
4.0883769e+01 6.5302837e+11
4.1015475e+01 6.0223728e+11
4.1147180e+01 5.6232999e+11
4.1278886e+01 5.7321379e+11
4.1410592e+01 5.4419031e+11
4.1542297e+01 5.7321379e+11
4.1674003e+01 4.7888747e+11
4.1805709e+01 4.4623605e+11
4.1937414e+01 5.2242270e+11
4.2069120e+01 4.4623605e+11
4.2200826e+01 5.4056237e+11
4.2332531e+01 5.2605063e+11
4.2464237e+01 4.6800367e+11
4.2595943e+01 4.6800367e+11
4.2727648e+01 4.6437573e+11
4.2859354e+01 5.2605063e+11
4.2991060e+01 4.2084051e+11
4.3122765e+01 4.3535225e+11
4.3254471e+01 4.0995670e+11
4.3386177e+01 4.5711986e+11
4.3517882e+01 4.1358464e+11
4.3649588e+01 4.9702715e+11
4.3781294e+01 3.8456115e+11
4.3912999e+01 3.9181702e+11
4.4044705e+01 3.9544496e+11
4.4176411e+01 4.1721257e+11
4.4308116e+01 3.5190973e+11
4.4439822e+01 4.0270083e+11
4.4571528e+01 3.5916560e+11
4.4703234e+01 3.4102593e+11
4.4834939e+01 4.1721257e+11
4.4966645e+01 2.5758341e+11
4.5098351e+01 3.3746601e+11
4.5230056e+01 2.5037801e+11
4.5361762e+01 2.5763534e+11
4.5493468e+01 3.2295134e+11
4.5625173e+01 2.7577867e+11
4.5756879e+01 3.0480801e+11
4.5888585e+01 2.3586334e+11
4.6020290e+01 2.2497734e+11
4.6151996e+01 2.3223467e+11
4.6283702e+01 2.3949201e+11
4.6415407e+01 2.2497734e+11
4.6547113e+01 1.8506201e+11
4.6678819e+01 1.6329000e+11
4.6810524e+01 2.4674934e+11
4.6942230e+01 2.0683401e+11
4.7073936e+01 1.8869067e+11
4.7205641e+01 1.4151800e+11
4.7337347e+01 1.6691867e+11
4.7469053e+01 1.5603267e+11
4.7600758e+01 1.6691867e+11
4.7732464e+01 1.3788934e+11
4.7864170e+01 1.4877534e+11
4.7995875e+01 1.0160267e+11
4.8127581e+01 1.1248867e+11
4.8259287e+01 7.9830669e+10
4.8390993e+01 8.3459336e+10
4.8522698e+01 6.8944669e+10
4.8654404e+01 7.2573335e+10
4.8786110e+01 6.1687335e+10
4.8917815e+01 2.9029334e+10
4.9049521e+01 5.4430002e+10
4.9181227e+01 5.8058668e+10
4.9312932e+01 2.5400667e+10
4.9444638e+01 2.5400667e+10
4.9576344e+01 2.9029334e+10
4.9708049e+01 1.8143334e+10
4.9839755e+01 1.8143334e+10
4.9971461e+01 0.0000000e+00
5.0103166e+01 7.2639231e+09
5.0234872e+01 1.0895885e+10
5.0366578e+01 3.6319616e+09
5.0498283e+01 3.6319616e+09
5.0629989e+01 3.6319616e+09
5.0761695e+01 3.6319616e+09
5.0893400e+01 3.6319616e+09
5.1025106e+01 7.2639231e+09
5.1156812e+01 3.6319616e+09
5.1288517e+01 7.2639231e+09
5.1420223e+01 0.0000000e+00
5.1551929e+01 0.0000000e+00
5.1683634e+01 7.2639231e+09
5.1815340e+01 3.6319616e+09
5.1947046e+01 3.6319616e+09
5.2078752e+01 3.6319616e+09
5.2210457e+01 3.6319616e+09
5.2342163e+01 7.2639231e+09
5.2473869e+01 0.0000000e+00
5.2605574e+01 3.6319616e+09
5.2737280e+01 3.6319616e+09
5.2868986e+01 3.6319616e+09
5.3000691e+01 7.2639231e+09
5.3132397e+01 3.6319616e+09
5.3264103e+01 3.6319616e+09
5.3395808e+01 0.0000000e+00
5.3527514e+01 0.0000000e+00
5.3659220e+01 0.0000000e+00
5.3790925e+01 0.0000000e+00




