4.9281186e+00 7.3294559e+11
5.0598243e+00 6.6306489e+11
5.1915300e+00 6.7190575e+11
5.3232356e+00 6.9400792e+11
5.4549413e+00 8.2220046e+11
5.5866470e+00 9.7249517e+11
5.7183527e+00 1.0520630e+12
5.8500584e+00 1.1493125e+12
5.9817640e+00 1.3128685e+12
6.1134697e+00 1.3054055e+12
6.2451754e+00 1.5972974e+12
6.3768811e+00 1.6621623e+12
6.5085868e+00 1.8040542e+12
6.6402924e+00 2.0716218e+12
6.7719981e+00 2.1729732e+12
6.9037038e+00 2.3472975e+12
7.0354095e+00 2.4405407e+12
7.1671151e+00 2.6513516e+12
7.2988208e+00 3.1621624e+12
7.4305265e+00 2.9108111e+12
7.5622322e+00 3.1500003e+12
7.6939379e+00 3.3567570e+12
7.8256435e+00 3.4378381e+12
7.9573492e+00 3.6486490e+12
8.0890549e+00 3.8292223e+12
8.2207606e+00 3.8330174e+12
8.3524663e+00 4.2352945e+12
8.4841719e+00 3.8975335e+12
8.6158776e+00 4.3719169e+12
8.7475833e+00 4.5009491e+12
8.8792890e+00 4.5616702e+12
9.0109946e+00 4.5920307e+12
9.1427003e+00 4.8728657e+12
9.2744060e+00 4.7552186e+12
9.4061117e+00 4.9373818e+12
9.5378174e+00 5.1612908e+12
9.6695230e+00 5.4535109e+12
9.8012287e+00 5.1119549e+12
9.9329344e+00 5.4876665e+12
1.0064640e+01 5.2472945e+12
1.0196346e+01 5.5664369e+12
1.0328051e+01 5.3957328e+12
1.0459757e+01 5.3512014e+12
1.0591463e+01 5.6332342e+12
1.0723168e+01 5.4588191e+12
1.0854874e+01 5.6517889e+12
1.0986580e+01 5.6258122e+12
1.1118286e+01 5.7556958e+12
1.1249991e+01 5.9523765e+12
1.1381697e+01 5.5812807e+12
1.1513403e+01 5.6221013e+12
1.1645108e+01 5.7445629e+12
1.1776814e+01 5.7297191e+12
1.1908520e+01 5.9263998e+12
1.2040225e+01 5.6729732e+12
1.2171931e+01 5.8018207e+12
1.2303637e+01 5.6803359e+12
1.2435342e+01 5.8018207e+12
1.2567048e+01 5.6435223e+12
1.2698754e+01 5.4815425e+12
1.2830459e+01 5.6803359e+12
1.2962165e+01 5.7944580e+12
1.3093871e+01 5.5551697e+12
1.3225576e+01 5.4925866e+12
1.3357282e+01 5.6214342e+12
1.3488988e+01 5.7171495e+12
1.3620693e+01 5.5036307e+12
1.3752399e+01 5.7355563e+12
1.3884105e+01 5.6067087e+12
1.4015810e+01 5.3416509e+12
1.4147516e+01 5.5183561e+12
1.4279222e+01 5.2275288e+12
1.4410927e+01 5.1281321e+12
1.4542633e+01 5.2238475e+12
1.4674339e+01 5.2532983e+12
1.4806044e+01 5.0949999e+12
1.4937750e+01 5.3122001e+12
1.5069456e+01 5.1058136e+12
1.5201162e+01 5.1313791e+12
1.5332867e+01 4.9670289e+12
1.5464573e+01 5.2665115e+12
1.5596279e+01 5.0510301e+12
1.5727984e+01 5.0437257e+12
