#param= q
#d = [40];
#N = [100];number of layers
#SubMat = 'Si_'; substrate
#sigmaSub = [4]; % roughness of substrate
#BottomMat =[ 'Si_'];
#TopMat = [ 'W_'];
#sigma = [4]; %roughness of multilayer
#Gamma = [0.33]; %d of BottomMat is Gamma*dTot
#grading = [0]; constant d-spacing
#Energy = [7:0.05:10];% keV
#First column is Q, the next 61 columns are reflectivity 

0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5e-005	0.99985	0.99986	0.99986	0.99986	0.99986	0.99986	0.99986	0.99986	0.99987	0.99987	0.99987	0.99987	0.99987	0.99987	0.99987	0.99987	0.99988	0.99988	0.99988	0.99988	0.99988	0.99988	0.99988	0.99988	0.99988	0.99988	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.99989	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.99991	0.99991	0.99991	0.99991	0.99991	0.99991	0.99991	0.99991
0.0001	0.99971	0.99971	0.99972	0.99972	0.99972	0.99972	0.99973	0.99973	0.99973	0.99973	0.99974	0.99974	0.99974	0.99974	0.99975	0.99975	0.99975	0.99975	0.99976	0.99976	0.99976	0.99976	0.99976	0.99977	0.99977	0.99977	0.99977	0.99977	0.99978	0.99978	0.99978	0.99978	0.99978	0.99978	0.99979	0.99979	0.99979	0.99979	0.99979	0.99979	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981	0.99981
0.00015	0.99956	0.99957	0.99957	0.99958	0.99958	0.99959	0.99959	0.99959	0.9996	0.9996	0.99961	0.99961	0.99961	0.99962	0.99962	0.99962	0.99963	0.99963	0.99963	0.99964	0.99964	0.99964	0.99965	0.99965	0.99965	0.99965	0.99966	0.99966	0.99966	0.99967	0.99967	0.99967	0.99967	0.99968	0.99968	0.99968	0.99968	0.99969	0.99969	0.99969	0.99969	0.99969	0.9997	0.9997	0.9997	0.9997	0.9997	0.99971	0.99971	0.99971	0.99971	0.99971	0.99971	0.99972	0.99972	0.99972	0.99972	0.99972	0.99972	0.99972	0.99972
0.0002	0.99942	0.99942	0.99943	0.99944	0.99944	0.99945	0.99945	0.99946	0.99946	0.99947	0.99947	0.99948	0.99948	0.99949	0.99949	0.9995	0.9995	0.99951	0.99951	0.99952	0.99952	0.99952	0.99953	0.99953	0.99954	0.99954	0.99954	0.99955	0.99955	0.99955	0.99956	0.99956	0.99957	0.99957	0.99957	0.99957	0.99958	0.99958	0.99958	0.99959	0.99959	0.99959	0.9996	0.9996	0.9996	0.9996	0.99961	0.99961	0.99961	0.99961	0.99961	0.99962	0.99962	0.99962	0.99962	0.99962	0.99962	0.99963	0.99963	0.99963	0.99962
0.00025	0.99927	0.99928	0.99929	0.9993	0.9993	0.99931	0.99932	0.99932	0.99933	0.99934	0.99934	0.99935	0.99935	0.99936	0.99937	0.99937	0.99938	0.99938	0.99939	0.99939	0.9994	0.9994	0.99941	0.99941	0.99942	0.99942	0.99943	0.99943	0.99944	0.99944	0.99945	0.99945	0.99946	0.99946	0.99946	0.99947	0.99947	0.99948	0.99948	0.99948	0.99949	0.99949	0.99949	0.9995	0.9995	0.9995	0.99951	0.99951	0.99951	0.99952	0.99952	0.99952	0.99952	0.99953	0.99953	0.99953	0.99953	0.99953	0.99953	0.99953	0.99953
0.0003	0.99913	0.99914	0.99915	0.99915	0.99916	0.99917	0.99918	0.99919	0.9992	0.9992	0.99921	0.99922	0.99923	0.99923	0.99924	0.99925	0.99925	0.99926	0.99927	0.99927	0.99928	0.99929	0.99929	0.9993	0.9993	0.99931	0.99932	0.99932	0.99933	0.99933	0.99934	0.99934	0.99935	0.99935	0.99936	0.99936	0.99937	0.99937	0.99938	0.99938	0.99939	0.99939	0.99939	0.9994	0.9994	0.99941	0.99941	0.99941	0.99942	0.99942	0.99942	0.99943	0.99943	0.99943	0.99943	0.99944	0.99944	0.99944	0.99944	0.99944	0.99944
0.00035	0.99898	0.99899	0.999	0.99901	0.99902	0.99903	0.99904	0.99905	0.99906	0.99907	0.99908	0.99909	0.9991	0.9991	0.99911	0.99912	0.99913	0.99914	0.99914	0.99915	0.99916	0.99917	0.99917	0.99918	0.99919	0.99919	0.9992	0.99921	0.99921	0.99922	0.99923	0.99923	0.99924	0.99924	0.99925	0.99926	0.99926	0.99927	0.99927	0.99928	0.99928	0.99929	0.99929	0.9993	0.9993	0.99931	0.99931	0.99931	0.99932	0.99932	0.99933	0.99933	0.99933	0.99934	0.99934	0.99934	0.99934	0.99934	0.99934	0.99934	0.99934
0.0004	0.99884	0.99885	0.99886	0.99887	0.99888	0.99889	0.99891	0.99892	0.99893	0.99894	0.99895	0.99896	0.99897	0.99898	0.99899	0.999	0.999	0.99901	0.99902	0.99903	0.99904	0.99905	0.99906	0.99906	0.99907	0.99908	0.99909	0.99909	0.9991	0.99911	0.99912	0.99912	0.99913	0.99914	0.99914	0.99915	0.99916	0.99916	0.99917	0.99917	0.99918	0.99919	0.99919	0.9992	0.9992	0.99921	0.99921	0.99922	0.99922	0.99923	0.99923	0.99923	0.99924	0.99924	0.99924	0.99925	0.99925	0.99925	0.99925	0.99925	0.99925
0.00045	0.99869	0.99871	0.99872	0.99873	0.99874	0.99876	0.99877	0.99878	0.99879	0.9988	0.99882	0.99883	0.99884	0.99885	0.99886	0.99887	0.99888	0.99889	0.9989	0.99891	0.99892	0.99893	0.99894	0.99895	0.99896	0.99896	0.99897	0.99898	0.99899	0.999	0.99901	0.99901	0.99902	0.99903	0.99904	0.99904	0.99905	0.99906	0.99906	0.99907	0.99908	0.99908	0.99909	0.9991	0.9991	0.99911	0.99911	0.99912	0.99912	0.99913	0.99913	0.99914	0.99914	0.99915	0.99915	0.99915	0.99916	0.99916	0.99916	0.99916	0.99916
