#                   R1                   R2                   Z1                   Z2         MIRROR_ANGLE              MLENGTH               MTHICK      COATING                 RB1I                 RB1O                 RB2I                 RB2O                 ZB1I                 ZB1O                 ZB2I                 ZB2O
#                   1D                   1D                   1D                   1D                   1D                   1D                   1D           1J                   1D                   1D                   1D                   1D                   1D                   1D                   1D                   1D
#                   mm                   mm                   mm                   mm                  rad                   mm                   mm                                mm                   mm                   mm                   mm                   mm                   mm                   mm                   mm
   6.059000000000E+01   5.957900000000E+01   1.125000000000E+02  -1.125000000000E+02   4.493303093500E-03   2.250000000000E+02   2.099999934435E-01            1   6.014599999344E+01   6.059000000000E+01   5.914599999344E+01   5.957900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.125000000000E+01   6.022800000000E+01   1.125000000000E+02  -1.125000000000E+02   4.542190984562E-03   2.250000000000E+02   2.099999934435E-01            1   6.079999999344E+01   6.125000000000E+01   5.978899999344E+01   6.022800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.191400000000E+01   6.088100000000E+01   1.125000000000E+02  -1.125000000000E+02   4.591078853911E-03   2.250000000000E+02   2.099999934435E-01            2   6.145999999344E+01   6.191400000000E+01   6.043799999344E+01   6.088100000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.258300000000E+01   6.153900000000E+01   1.125000000000E+02  -1.125000000000E+02   4.639966701315E-03   2.250000000000E+02   2.099999934435E-01            2   6.212399999344E+01   6.258300000000E+01   6.109099999344E+01   6.153900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.325800000000E+01   6.220300000000E+01   1.125000000000E+02  -1.125000000000E+02   4.688854526540E-03   2.250000000000E+02   2.099999934435E-01            2   6.279299999344E+01   6.325800000000E+01   6.174899999344E+01   6.220300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.393700000000E+01   6.287100000000E+01   1.125000000000E+02  -1.125000000000E+02   4.737742329352E-03   2.250000000000E+02   2.099999934435E-01            2   6.346799999344E+01   6.393700000000E+01   6.241299999344E+01   6.287100000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.462100000000E+01   6.354300000000E+01   1.125000000000E+02  -1.125000000000E+02   4.791074452037E-03   2.250000000000E+02   2.099999934435E-01            2   6.414699999344E+01   6.462100000000E+01   6.308099999344E+01   6.354300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.531000000000E+01   6.422100000000E+01   1.125000000000E+02  -1.125000000000E+02   4.839962207230E-03   2.250000000000E+02   2.099999934435E-01            2   6.483099999344E+01   6.531000000000E+01   6.375299999344E+01   6.422100000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.600400000000E+01   6.490400000000E+01   1.125000000000E+02  -1.125000000000E+02   4.888849939287E-03   2.250000000000E+02   2.099999934435E-01            2   6.551999999344E+01   6.600400000000E+01   6.443099999344E+01   6.490400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.670400000000E+01   6.559200000000E+01   1.125000000000E+02  -1.125000000000E+02   4.942181983963E-03   2.250000000000E+02   2.099999934435E-01            2   6.621399999344E+01   6.670400000000E+01   6.511399999344E+01   6.559200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.740800000000E+01   6.628400000000E+01   1.125000000000E+02  -1.125000000000E+02   4.995514000523E-03   2.250000000000E+02   2.099999934435E-01            2   6.691399999344E+01   6.740800000000E+01   6.580199999344E+01   6.628400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.811900000000E+01   6.698300000000E+01   1.125000000000E+02  -1.125000000000E+02   5.048845988667E-03   2.250000000000E+02   2.099999934435E-01            2   6.761799999344E+01   6.811900000000E+01   6.649399999344E+01   6.698300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.883400000000E+01   6.768700000000E+01   1.125000000000E+02  -1.125000000000E+02   5.097733619241E-03   2.250000000000E+02   2.099999934435E-01            2   6.832899999344E+01   6.883400000000E+01   6.719299999344E+01   6.768700000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   6.955500000000E+01   6.839500000000E+01   1.125000000000E+02  -1.125000000000E+02   5.155509878486E-03   2.250000000000E+02   2.099999934435E-01            2   6.904399999344E+01   6.955500000000E+01   6.789699999344E+01   6.839500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.028100000000E+01   6.910900000000E+01   1.125000000000E+02  -1.125000000000E+02   5.208841779556E-03   2.250000000000E+02   2.099999934435E-01            3   6.976499999344E+01   7.028100000000E+01   6.860499999344E+01   6.910900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.101200000000E+01   6.982800000000E+01   1.125000000000E+02  -1.125000000000E+02   5.262173650994E-03   2.250000000000E+02   2.099999934435E-01            3   7.049099999344E+01   7.101200000000E+01   6.931899999344E+01   6.982800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.174800000000E+01   7.055200000000E+01   1.125000000000E+02  -1.125000000000E+02   5.315505492498E-03   2.250000000000E+02   2.099999934435E-01            3   7.122199999344E+01   7.174800000000E+01   7.003799999344E+01   7.055200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.249000000000E+01   7.128100000000E+01   1.125000000000E+02  -1.125000000000E+02   5.373281619995E-03   2.250000000000E+02   2.099999934435E-01            3   7.195799999344E+01   7.249000000000E+01   7.076199999344E+01   7.128100000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.323800000000E+01   7.201700000000E+01   1.125000000000E+02  -1.125000000000E+02   5.426613398162E-03   2.250000000000E+02   2.099999934435E-01            3   7.269999999344E+01   7.323800000000E+01   7.149099999344E+01   7.201700000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.399200000000E+01   7.275800000000E+01   1.125000000000E+02  -1.125000000000E+02   5.484389456329E-03   2.250000000000E+02   2.099999934435E-01            3   7.344799999344E+01   7.399200000000E+01   7.222699999344E+01   7.275800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.475000000000E+01   7.350400000000E+01   1.125000000000E+02  -1.125000000000E+02   5.537721169841E-03   2.250000000000E+02   2.099999934435E-01            3   7.420199999344E+01   7.475000000000E+01   7.296799999344E+01   7.350400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.551400000000E+01   7.425500000000E+01   1.125000000000E+02  -1.125000000000E+02   5.595497157253E-03   2.250000000000E+02   2.099999934435E-01            3   7.495999999344E+01   7.551400000000E+01   7.371399999344E+01   7.425500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.628500000000E+01   7.501200000000E+01   1.125000000000E+02  -1.125000000000E+02   5.657717409601E-03   2.250000000000E+02   2.099999934435E-01            3   7.572399999344E+01   7.628500000000E+01   7.446499999344E+01   7.501200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.706100000000E+01   7.577500000000E+01   1.125000000000E+02  -1.125000000000E+02   5.715493318995E-03   2.250000000000E+02   2.099999934435E-01            3   7.649499999344E+01   7.706100000000E+01   7.522199999344E+01   7.577500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.784200000000E+01   7.654400000000E+01   1.125000000000E+02  -1.125000000000E+02   5.768824893807E-03   2.250000000000E+02   2.099999934435E-01            3   7.727099999344E+01   7.784200000000E+01   7.598499999344E+01   7.654400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.862900000000E+01   7.731800000000E+01   1.125000000000E+02  -1.125000000000E+02   5.826600729479E-03   2.250000000000E+02   2.099999934435E-01            3   7.805199999344E+01   7.862900000000E+01   7.675399999344E+01   7.731800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   7.942300000000E+01   7.809800000000E+01   1.125000000000E+02  -1.125000000000E+02   5.888820816688E-03   2.250000000000E+02   2.099999934435E-01            4   7.883899999344E+01   7.942300000000E+01   7.752799999344E+01   7.809800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.022100000000E+01   7.888300000000E+01   1.125000000000E+02  -1.125000000000E+02   5.946596571138E-03   2.250000000000E+02   2.099999934435E-01            4   7.963299999344E+01   8.022100000000E+01   7.830799999344E+01   7.888300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.102600000000E+01   7.967400000000E+01   1.125000000000E+02  -1.125000000000E+02   6.008816569981E-03   2.250000000000E+02   2.099999934435E-01            4   8.043099999344E+01   8.102600000000E+01   7.909299999344E+01   7.967400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.183700000000E+01   8.047200000000E+01   1.125000000000E+02  -1.125000000000E+02   6.066592241545E-03   2.250000000000E+02   2.099999934435E-01            4   8.123599999344E+01   8.183700000000E+01   7.988399999344E+01   8.047200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.265400000000E+01   8.127600000000E+01   1.125000000000E+02  -1.125000000000E+02   6.124367872607E-03   2.250000000000E+02   2.099999934435E-01            4   8.204699999344E+01   8.265400000000E+01   8.068199999344E+01   8.127600000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.347800000000E+01   8.208600000000E+01   1.125000000000E+02  -1.125000000000E+02   6.186587737244E-03   2.250000000000E+02   2.099999934435E-01            4   8.286399999344E+01   8.347800000000E+01   8.148599999344E+01   8.208600000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.430600000000E+01   8.290000000000E+01   1.125000000000E+02  -1.125000000000E+02   6.248807553981E-03   2.250000000000E+02   2.099999934435E-01            4   8.368799999344E+01   8.430600000000E+01   8.229599999344E+01   8.290000000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.514200000000E+01   8.372200000000E+01   1.125000000000E+02  -1.125000000000E+02   6.311027322335E-03   2.250000000000E+02   2.099999934435E-01            4   8.451599999344E+01   8.514200000000E+01   8.310999999344E+01   8.372200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.598300000000E+01   8.454900000000E+01   1.125000000000E+02  -1.125000000000E+02   6.373247041825E-03   2.250000000000E+02   2.099999934435E-01            4   8.535199999344E+01   8.598300000000E+01   8.393199999344E+01   8.454900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.683100000000E+01   8.538300000000E+01   1.125000000000E+02  -1.125000000000E+02   6.435466711969E-03   2.250000000000E+02   2.099999934435E-01            4   8.619299999344E+01   8.683100000000E+01   8.475899999344E+01   8.538300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.768400000000E+01   8.622200000000E+01   1.125000000000E+02  -1.125000000000E+02   6.497686332284E-03   2.250000000000E+02   2.099999934435E-01            4   8.704099999344E+01   8.768400000000E+01   8.559299999344E+01   8.622200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.854400000000E+01   8.706800000000E+01   1.125000000000E+02  -1.125000000000E+02   6.559905902291E-03   2.250000000000E+02   2.099999934435E-01            4   8.789399999344E+01   8.854400000000E+01   8.643199999344E+01   8.706800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   8.941100000000E+01   8.792000000000E+01   1.125000000000E+02  -1.125000000000E+02   6.626569670923E-03   2.250000000000E+02   2.099999934435E-01            4   8.875399999344E+01   8.941100000000E+01   8.727799999344E+01   8.792000000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.028400000000E+01   8.877900000000E+01   1.125000000000E+02  -1.125000000000E+02   6.688789135185E-03   2.250000000000E+02   2.099999934435E-01            5   8.962099999344E+01   9.028400000000E+01   8.812999999344E+01   8.877900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.116400000000E+01   8.964400000000E+01   1.125000000000E+02  -1.125000000000E+02   6.755452789411E-03   2.250000000000E+02   2.099999934435E-01            5   9.049399999344E+01   9.116400000000E+01   8.898899999344E+01   8.964400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.205000000000E+01   9.051500000000E+01   1.125000000000E+02  -1.125000000000E+02   6.822116383594E-03   2.250000000000E+02   2.099999934435E-01            5   9.137399999344E+01   9.205000000000E+01   8.985399999344E+01   9.051500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.294200000000E+01   9.139300000000E+01   1.125000000000E+02  -1.125000000000E+02   6.884335683469E-03   2.250000000000E+02   2.099999934435E-01            5   9.225999999344E+01   9.294200000000E+01   9.072499999344E+01   9.139300000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.384200000000E+01   9.227700000000E+01   1.125000000000E+02  -1.125000000000E+02   6.955443389458E-03   2.250000000000E+02   2.099999934435E-01            5   9.315199999344E+01   9.384200000000E+01   9.160299999344E+01   9.227700000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.474800000000E+01   9.316800000000E+01   1.125000000000E+02  -1.125000000000E+02   7.022106799955E-03   2.250000000000E+02   2.099999934435E-01            5   9.405199999344E+01   9.474800000000E+01   9.248699999344E+01   9.316800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.566000000000E+01   9.406500000000E+01   1.125000000000E+02  -1.125000000000E+02   7.088770148037E-03   2.250000000000E+02   2.099999934435E-01            5   9.495799999344E+01   9.566000000000E+01   9.337799999344E+01   9.406500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.657900000000E+01   9.496900000000E+01   1.125000000000E+02  -1.125000000000E+02   7.155433433114E-03   2.250000000000E+02   2.099999934435E-01            5   9.586999999344E+01   9.657900000000E+01   9.427499999344E+01   9.496900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.750600000000E+01   9.588000000000E+01   1.125000000000E+02  -1.125000000000E+02   7.226540867082E-03   2.250000000000E+02   2.099999934435E-01            5   9.678899999344E+01   9.750600000000E+01   9.517899999344E+01   9.588000000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.843900000000E+01   9.679700000000E+01   1.125000000000E+02  -1.125000000000E+02   7.297648227970E-03   2.250000000000E+02   2.099999934435E-01            5   9.771599999344E+01   9.843900000000E+01   9.608999999344E+01   9.679700000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.937900000000E+01   9.772200000000E+01   1.125000000000E+02  -1.125000000000E+02   7.364311311792E-03   2.250000000000E+02   2.099999934435E-01            5   9.864899999344E+01   9.937900000000E+01   9.700699999344E+01   9.772200000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.003260000000E+02   9.865400000000E+01   1.125000000000E+02  -1.125000000000E+02   7.430974330159E-03   2.250000000000E+02   2.099999934435E-01            5   9.958899999344E+01   1.003260000000E+02   9.793199999344E+01   9.865400000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.012800000000E+02   9.959100000000E+01   1.125000000000E+02  -1.125000000000E+02   7.506525671100E-03   2.250000000000E+02   2.099999934435E-01            5   1.005359999934E+02   1.012800000000E+02   9.886399999344E+01   9.959100000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.022410000000E+02   1.005360000000E+02   1.125000000000E+02  -1.125000000000E+02   7.577632737248E-03   2.250000000000E+02   2.099999934435E-01            6   1.014899999934E+02   1.022410000000E+02   9.980099999344E+01   1.005360000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.032090000000E+02   1.014870000000E+02   1.125000000000E+02  -1.125000000000E+02   7.653183911050E-03   2.250000000000E+02   2.099999934435E-01            6   1.024509999934E+02   1.032090000000E+02   1.007459999934E+02   1.014870000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.041840000000E+02   1.024460000000E+02   1.125000000000E+02  -1.125000000000E+02   7.724290818361E-03   2.250000000000E+02   2.099999934435E-01            6   1.034189999934E+02   1.041840000000E+02   1.016969999934E+02   1.024460000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.051775000000E+02   1.034230000000E+02   1.125000000000E+02  -1.125000000000E+02   7.797619734705E-03   2.250000000000E+02   2.099999934435E-01            6   1.043939999934E+02   1.051775000000E+02   1.026559999934E+02   1.034230000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.061710000000E+02   1.044000000000E+02   1.125000000000E+02  -1.125000000000E+02   7.870948567190E-03   2.250000000000E+02   2.099999934435E-01            6   1.053874999934E+02   1.061710000000E+02   1.036329999934E+02   1.044000000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.071645000000E+02   1.053770000000E+02   1.125000000000E+02  -1.125000000000E+02   7.944277315028E-03   2.250000000000E+02   2.099999934435E-01            6   1.063809999934E+02   1.071645000000E+02   1.046099999934E+02   1.053770000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.081580000000E+02   1.063540000000E+02   1.125000000000E+02  -1.125000000000E+02   8.017605977430E-03   2.250000000000E+02   2.099999934435E-01            6   1.073744999934E+02   1.081580000000E+02   1.055869999934E+02   1.063540000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.091710000000E+02   1.073510000000E+02   1.125000000000E+02  -1.125000000000E+02   8.088712476815E-03   2.250000000000E+02   2.099999934435E-01            6   1.083679999934E+02   1.091710000000E+02   1.065639999934E+02   1.073510000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.101900000000E+02   1.083530000000E+02   1.125000000000E+02  -1.125000000000E+02   8.164263042770E-03   2.250000000000E+02   2.099999934435E-01            6   1.093809999934E+02   1.101900000000E+02   1.075609999934E+02   1.083530000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.112170000000E+02   1.093630000000E+02   1.125000000000E+02  -1.125000000000E+02   8.239813515522E-03   2.250000000000E+02   2.099999934435E-01            6   1.103999999934E+02   1.112170000000E+02   1.085629999934E+02   1.093630000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.122520000000E+02   1.103800000000E+02   1.125000000000E+02  -1.125000000000E+02   8.319808031184E-03   2.250000000000E+02   2.099999934435E-01            6   1.114269999934E+02   1.122520000000E+02   1.095729999934E+02   1.103800000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.132940000000E+02   1.114040000000E+02   1.125000000000E+02  -1.125000000000E+02   8.399802440364E-03   2.250000000000E+02   2.099999934435E-01            6   1.124619999934E+02   1.132940000000E+02   1.105899999934E+02   1.114040000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.143450000000E+02   1.124380000000E+02   1.125000000000E+02  -1.125000000000E+02   8.475352617006E-03   2.250000000000E+02   2.099999934435E-01            6   1.135039999934E+02   1.143450000000E+02   1.116139999934E+02   1.124380000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.154020000000E+02   1.134780000000E+02   1.125000000000E+02  -1.125000000000E+02   8.550902696894E-03   2.250000000000E+02   2.099999934435E-01            6   1.145549999934E+02   1.154020000000E+02   1.126479999934E+02   1.134780000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.164680000000E+02   1.145260000000E+02   1.125000000000E+02  -1.125000000000E+02   8.630896792712E-03   2.250000000000E+02   2.099999934435E-01            7   1.156119999934E+02   1.164680000000E+02   1.136879999934E+02   1.145260000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.175410000000E+02   1.155810000000E+02   1.125000000000E+02  -1.125000000000E+02   8.710890778068E-03   2.250000000000E+02   2.099999934435E-01            7   1.166779999934E+02   1.175410000000E+02   1.147359999934E+02   1.155810000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.186230000000E+02   1.166450000000E+02   1.125000000000E+02  -1.125000000000E+02   8.790884651939E-03   2.250000000000E+02   2.099999934435E-01            7   1.177509999934E+02   1.186230000000E+02   1.157909999934E+02   1.166450000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.197130000000E+02   1.177170000000E+02   1.125000000000E+02  -1.125000000000E+02   8.870878413301E-03   2.250000000000E+02   2.099999934435E-01            7   1.188329999934E+02   1.197130000000E+02   1.168549999934E+02   1.177170000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.208100000000E+02   1.187960000000E+02   1.125000000000E+02  -1.125000000000E+02   8.950872061131E-03   2.250000000000E+02   2.099999934435E-01            7   1.199229999934E+02   1.208100000000E+02   1.179269999934E+02   1.187960000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.219160000000E+02   1.198830000000E+02   1.125000000000E+02  -1.125000000000E+02   9.035309676207E-03   2.250000000000E+02   2.099999934435E-01            7   1.210199999934E+02   1.219160000000E+02   1.190059999934E+02   1.198830000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.230300000000E+02   1.209780000000E+02   1.125000000000E+02  -1.125000000000E+02   9.119747162442E-03   2.250000000000E+02   2.099999934435E-01            7   1.221259999934E+02   1.230300000000E+02   1.200929999934E+02   1.209780000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.241520000000E+02   1.220820000000E+02   1.125000000000E+02  -1.125000000000E+02   9.199740450514E-03   2.250000000000E+02   2.099999934435E-01            7   1.232399999934E+02   1.241520000000E+02   1.211879999934E+02   1.220820000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.252830000000E+02   1.231940000000E+02   1.125000000000E+02  -1.125000000000E+02   9.284177682392E-03   2.250000000000E+02   2.099999934435E-01            7   1.243619999934E+02   1.252830000000E+02   1.222919999934E+02   1.231940000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.264220000000E+02   1.243140000000E+02   1.125000000000E+02  -1.125000000000E+02   9.368614781881E-03   2.250000000000E+02   2.099999934435E-01            7   1.254929999934E+02   1.264220000000E+02   1.234039999934E+02   1.243140000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
