#index row x (m) y (m) r (m) alpha (degrees)
55 9 0.742116 0.251914 0.784 18.74270377
56 9 0.702886 0.346625 0.784 26.23946181
57 10 0.758667 -0.374133 0.846 -26.24673548
58 10 0.801011 -0.271906 0.846 -18.74772653
59 10 0.829649 -0.165027 0.846 -11.24865953
60 10 0.844091 -0.055325 0.846 -3.749589563
61 10 0.844091 0.055325 0.846 3.749589563
62 10 0.829649 0.165027 0.846 11.24865953
63 10 0.801011 0.271906 0.846 18.74772653
64 10 0.758667 0.374133 0.846 26.24673548
65 11 0.811506 -0.407553 0.908 -26.66972734
66 11 0.853333 -0.310588 0.908 -20.00226366
67 11 0.88362 -0.209422 0.908 -13.33481121
68 11 0.901957 -0.105424 0.908 -6.667405781
69 11 0.908098 0 0.908 0
70 11 0.901957 0.105424 0.908 6.667405781
71 11 0.88362 0.209422 0.908 13.33481121
72 11 0.853333 0.310588 0.908 20.00226366
73 11 0.811506 0.407553 0.908 26.66972734
74 12 0.867085 -0.435466 0.97 -26.67531237
75 12 0.911777 -0.33186 0.97 -20.00631497
76 12 0.944138 -0.223765 0.97 -13.33743729
77 12 0.963732 -0.112644 0.97 -6.668681113
78 12 0.970293 0 0.97 0
79 12 0.963732 0.112644 0.97 6.668681113
80 12 0.944138 0.223765 0.97 13.33743729
81 12 0.911777 0.33186 0.97 20.00631497
82 12 0.867085 0.435466 0.97 26.67531237
83 13 0.919953 -0.46874 1.032 -27.01382161
84 13 0.96391 -0.37001 1.032 -21.0103644
85 13 0.997306 -0.267227 1.032 -15.00722768
86 13 1.019776 -0.161517 1.032 -9.004307608
87 13 1.031073 -0.054036 1.032 -3.001406183
88 13 1.031073 0.054036 1.032 3.001406183
89 13 1.019776 0.161517 1.032 9.004307608
90 13 0.997306 0.267227 1.032 15.00722768
91 13 0.96391 0.37001 1.032 21.0103644
92 13 0.919953 0.46874 1.032 27.01382161
93 14 0.975369 -0.496975 1.095 -26.99150876
94 14 1.021974 -0.392299 1.095 -20.99361605
95 14 1.057382 -0.283325 1.095 -14.99556593
96 14 1.081205 -0.171246 1.095 -8.997364968
97 14 1.093182 -0.057291 1.095 -2.999115958
98 14 1.093182 0.057291 1.095 2.999115958
99 14 1.081205 0.171246 1.095 8.997364968
100 14 1.057382 0.283325 1.095 14.99556593
101 14 1.021974 0.392299 1.095 20.99361605
102 14 0.975369 0.496975 1.095 26.99150876
103 15 1.028274 -0.530112 1.157 -27.26960254
104 15 1.074008 -0.429968 1.157 -21.81575685
105 15 1.110016 -0.32593 1.157 -16.36185225
106 15 1.135971 -0.218941 1.157 -10.90794661
107 15 1.151639 -0.109968 1.157 -5.453956355
108 15 1.156877 0 1.157 0
109 15 1.151639 0.109968 1.157 5.453956355
110 15 1.135971 0.218941 1.157 10.90794661
111 15 1.110016 0.32593 1.157 16.36185225
112 15 1.074008 0.429968 1.157 21.81575685
113 15 1.028274 0.530112 1.157 27.26960254
114 16 1.08133 -0.562905 1.219 -27.50177201
115 16 1.126276 -0.466519 1.219 -22.50141921
116 16 1.16265 -0.366582 1.219 -17.50106602
117 16 1.190175 -0.263856 1.219 -12.50077562
118 16 1.208643 -0.159121 1.219 -7.500453773
119 16 1.217912 -0.053175 1.219 -2.500139579
120 16 1.217912 0.053175 1.219 2.500139579
121 16 1.208643 0.159121 1.219 7.500453773
122 16 1.190175 0.263856 1.219 12.50077562
123 16 1.16265 0.366582 1.219 17.50106602
124 16 1.126276 0.466519 1.219 22.50141921
125 16 1.08133 0.562905 1.219 27.50177201
126 17 1.136498 -0.591623 1.281 -27.50620376
127 17 1.183737 -0.49032 1.281 -22.5049635
128 17 1.221966 -0.385285 1.281 -17.50379272
129 17 1.250896 -0.277317 1.281 -12.50265052
130 17 1.270306 -0.167239 1.281 -7.501576613
131 17 1.280048 -0.055888 1.281 -2.500517755
132 17 1.280048 0.055888 1.281 2.500517755
133 17 1.270306 0.167239 1.281 7.501576613
134 17 1.250896 0.277317 1.281 12.50265052
135 17 1.221966 0.385285 1.281 17.50379272
136 17 1.183737 0.49032 1.281 22.5049635
137 17 1.136498 0.591623 1.281 27.50620376
138 18 1.189577 -0.624338 1.344 -27.6802747
139 18 1.235958 -0.526592 1.344 -23.06714021
140 18 1.274323 -0.425431 1.344 -18.45386297
141 18 1.304424 -0.321512 1.344 -13.84052277
142 18 1.326065 -0.215506 1.344 -9.227022015
143 18 1.339106 -0.108104 1.344 -4.613542607
144 18 1.343462 0 1.344 0
145 18 1.339106 0.108104 1.344 4.613542607
146 18 1.326065 0.215506 1.344 9.227022015
147 18 1.304424 0.321512 1.344 13.84052277
148 18 1.274323 0.425431 1.344 18.45386297
149 18 1.235958 0.526592 1.344 23.06714021
150 18 1.189577 0.624338 1.344 27.6802747
151 19 1.244648 -0.653242 1.406 -27.68500049
152 19 1.293176 -0.550971 1.406 -23.07098525
153 19 1.333317 -0.445127 1.406 -18.45689008
154 19 1.364811 -0.336396 1.406 -13.84271968
155 19 1.387454 -0.225483 1.406 -9.228487762
156 19 1.401099 -0.113108 1.406 -4.614240058
157 19 1.405657 0 1.406 0
158 19 1.401099 0.113108 1.406 4.614240058
159 19 1.387454 0.225483 1.406 9.228487762
160 19 1.364811 0.336396 1.406 13.84271968
161 19 1.333317 0.445127 1.406 18.45689008
162 19 1.293176 0.550971 1.406 23.07098525
163 19 1.244648 0.653242 1.406 27.68500049
164 20 1.297751 -0.685881 1.468 -27.85408156
165 20 1.345378 -0.586982 1.468 -23.56889527
166 20 1.385481 -0.484801 1.468 -19.28370207
167 20 1.417836 -0.379908 1.468 -14.99845008
168 20 1.442262 -0.272891 1.468 -10.71320371
169 20 1.458623 -0.164347 1.468 -6.427909579
170 20 1.466826 -0.054885 1.468 -2.142651187
171 20 1.466826 0.054885 1.468 2.142651187
172 20 1.458623 0.164347 1.468 6.427909579
173 20 1.442262 0.272891 1.468 10.71320371
174 20 1.417836 0.379908 1.468 14.99845008
175 20 1.385481 0.484801 1.468 19.28370207
176 20 1.345378 0.586982 1.468 23.56889527
177 20 1.297751 0.685881 1.468 27.85408156

