#index row x (m) y (m) r (m) alpha (degrees)
1 1 0.261409 -0.116387 0.286 -24.0132285
2 1 0.279894 -0.059493 0.286 -12.0061969
3 1 0.286148 0 0.286 0
4 1 0.279894 0.059493 0.286 12.0061969
5 1 0.261409 0.116387 0.286 24.0132285
6 2 0.318227 -0.141684 0.348 -24.02517046
7 2 0.34073 -0.072424 0.348 -12.01190589
8 2 0.348343 0 0.348 0
9 2 0.34073 0.072424 0.348 12.01190589
10 2 0.318227 0.141684 0.348 24.02517046
11 3 0.372073 -0.173501 0.411 -24.96999306
12 3 0.396549 -0.106255 0.411 -14.98273563
13 3 0.408975 -0.035781 0.411 -4.994401055
14 3 0.408975 0.035781 0.411 4.994401055
15 3 0.396549 0.106255 0.411 14.98273563
16 3 0.372073 0.173501 0.411 24.96999306
17 4 0.425917 -0.205111 0.473 -25.69868971
18 4 0.45173 -0.13934 0.473 -17.13281798
19 4 0.467452 -0.070457 0.473 -8.566529557
20 4 0.472733 0 0.473 0
21 4 0.467452 0.070457 0.473 8.566529557
22 4 0.45173 0.13934 0.473 17.13281798
23 4 0.425917 0.205111 0.473 25.69868971
24 5 0.488681 -0.217575 0.535 -23.99658818
25 5 0.523238 -0.111218 0.535 -11.99838456
26 5 0.534927 0 0.535 0
27 5 0.523238 0.111218 0.535 11.99838456
28 5 0.488681 0.217575 0.535 23.99658818
29 6 0.541177 -0.252355 0.597 -25.0054958
30 6 0.576776 -0.154547 0.597 -15.00318248
31 6 0.59485 -0.052043 0.597 -5.001061814
32 6 0.59485 0.052043 0.597 5.001061814
33 6 0.576776 0.154547 0.597 15.00318248
34 6 0.541177 0.252355 0.597 25.0054958
35 7 0.594025 -0.286067 0.659 -25.7275664
36 7 0.630026 -0.194337 0.659 -17.15134995
37 7 0.651953 -0.098266 0.659 -8.575573985
38 7 0.659317 0 0.659 0
39 7 0.651953 0.098266 0.659 8.575573985
40 7 0.630026 0.194337 0.659 17.15134995
41 7 0.594025 0.286067 0.659 25.7275664
42 8 0.65006 -0.313053 0.722 -25.6956971
43 8 0.689458 -0.21267 0.722 -17.13096227
44 8 0.713454 -0.107536 0.722 -8.565608946
45 8 0.721512 0 0.722 0
46 8 0.713454 0.107536 0.722 8.565608946
47 8 0.689458 0.21267 0.722 17.13096227
48 8 0.65006 0.313053 0.722 25.6956971
49 9 0.702886 -0.346625 0.784 -26.23946181
50 9 0.742116 -0.251914 0.784 -18.74270377
51 9 0.768649 -0.152894 0.784 -11.24576676
52 9 0.78203 -0.051257 0.784 -3.748604571
53 9 0.78203 0.051257 0.784 3.748604571
54 9 0.768649 0.152894 0.784 11.24576676
