#param=q
#	The reflectivity of the W/B4C multilayer, N=60;
#	Top material: W, Bottom material: B4C.
#	sigmaSub-4 (roughness of the substrate); sigma=4(interface roughness)
#	Gamma=0.667 (fraction of the bottom layer); grading=0;
#	Q=0:0.001:1(Å^-1); E=8.04778 keV; dE=0.1.
#	Alternating d-spacing: d=20:1:55 Å
#	1st column - Q vector; 2d - 36th column - d-spacing. 
0	0.9999999849	0.999999985	0.999999985	0.9999999851	0.9999999852	0.9999999853	0.9999999853	0.9999999854	0.9999999855	0.9999999856	0.9999999856	0.9999999857	0.9999999858	0.9999999858	0.9999999859	0.9999999859	0.999999986	0.9999999861	0.9999999861	0.9999999862	0.9999999862	0.9999999863	0.9999999864	0.9999999864	0.9999999865	0.9999999865	0.9999999866	0.9999999866	0.9999999867	0.9999999867	0.9999999868	0.9999999868	0.9999999869	0.9999999869	0.999999987	0.999999987
0.001	0.9973065742	0.9972999801	0.997293804	0.997288041	0.9972826858	0.9972777325	0.9972731751	0.9972690073	0.9972652224	0.9972618134	0.9972587732	0.9972560943	0.9972537691	0.9972517897	0.9972501481	0.9972488362	0.9972478458	0.9972471683	0.9972467954	0.9972467184	0.9972469287	0.9972474176	0.9972481765	0.9972491967	0.9972504693	0.9972519859	0.9972537376	0.997255716	0.9972579124	0.9972603183	0.9972629255	0.9972657255	0.9972687102	0.9972718714	0.9972752011	0.9972786916
0.002	0.9946177124	0.9946045579	0.9945922374	0.9945807409	0.9945700578	0.9945601766	0.9945510852	0.9945427709	0.9945352205	0.9945284201	0.9945223552	0.9945170112	0.9945123728	0.9945084244	0.9945051499	0.9945025333	0.9945005578	0.9944992069	0.9944984636	0.9944983107	0.9944987311	0.9944997076	0.9945012226	0.994503259	0.9945057994	0.9945088264	0.9945123228	0.9945162715	0.9945206553	0.9945254575	0.9945306612	0.9945362498	0.9945422071	0.9945485168	0.994555163	0.99456213
0.003	0.991930719	0.991911036	0.9918926009	0.9918753986	0.9918594134	0.9918446279	0.9918310243	0.9918185835	0.9918072857	0.99179711	0.9917880352	0.991780039	0.9917730987	0.991767191	0.991762292	0.9917583775	0.9917554226	0.9917534025	0.9917522918	0.9917520649	0.9917526963	0.9917541599	0.99175643	0.9917594805	0.9917632855	0.9917678192	0.9917730557	0.9917789695	0.9917855349	0.9917927268	0.9918005202	0.9918088901	0.9918178121	0.9918272622	0.9918372163	0.9918476511
0.004	0.9892428986	0.9892167173	0.9891921956	0.9891693136	0.9891480503	0.9891283828	0.9891102873	0.9890937384	0.9890787099	0.9890651743	0.989053103	0.9890424667	0.9890332352	0.9890253775	0.9890188619	0.9890136562	0.9890097275	0.9890070427	0.9890055681	0.9890052699	0.9890061138	0.9890080656	0.9890110908	0.989015155	0.9890202237	0.9890262625	0.9890332371	0.9890411135	0.9890498578	0.9890594364	0.9890698161	0.9890809638	0.989092847	0.9891054336	0.9891186919	0.9891325908
0.005	0.9865515415	0.9865188903	0.9864883084	0.9864597711	0.9864332522	0.9864087233	0.9863861547	0.986365515	0.9863467714	0.9863298898	0.9863148347	0.9863015695	0.9862900567	0.9862802578	0.9862721332	0.9862656429	0.9862607461	0.9862574014	0.986255567	0.9862552006	0.9862562599	0.9862587019	0.9862624839	0.986267563	0.9862738962	0.9862814407	0.9862901539	0.9862999933	0.9863109167	0.9863228822	0.9863358485	0.9863497743	0.9863646192	0.9863803432	0.9863969067	0.9864142709
0.006	0.9838539088	0.9838148145	0.9837781972	0.9837440275	0.9837122739	0.9836829028	0.9836558786	0.983631164	0.9836087197	0.9835885051	0.9835704778	0.9835545942	0.9835408094	0.9835290774	0.9835193512	0.9835115828	0.9835057236	0.983501724	0.9834995342	0.9834991038	0.9835003818	0.9835033174	0.9835078593	0.9835139562	0.9835215567	0.9835306098	0.9835410644	0.9835528698	0.9835659755	0.9835803315	0.9835958881	0.9836125964	0.9836304076	0.9836492741	0.9836691484	0.9836899841
0.007	0.9811472171	0.9811017051	0.9810590756	0.9810192947	0.980982326	0.9809481305	0.980916667	0.9808878921	0.9808617604	0.9808382247	0.9808172359	0.9807987435	0.9807826954	0.9807690382	0.9807577173	0.9807486772	0.9807418612	0.9807372122	0.9807346719	0.980734182	0.9807356835	0.980739117	0.9807444232	0.9807515424	0.980760415	0.9807709817	0.980783183	0.9807969601	0.9808122543	0.9808290074	0.9808471618	0.9808666604	0.9808874468	0.9809094651	0.9809326606	0.980956979
0.008	0.9784286229	0.9783767169	0.9783280971	0.9782827251	0.9782405594	0.9782015559	0.9781656679	0.9781328462	0.9781030393	0.9780761934	0.978052253	0.9780311607	0.9780128573	0.9779972821	0.9779843733	0.9779740676	0.9779663008	0.9779610078	0.9779581225	0.9779575785	0.9779593088	0.9779632458	0.9779693221	0.9779774697	0.977987621	0.9779997083	0.9780136641	0.9780294213	0.9780469132	0.9780660734	0.9780868364	0.9781091371	0.9781329113	0.9781580954	0.9781846269	0.978212444
0.009	0.9756952057	0.9756369282	0.9755823386	0.9755313939	0.975484048	0.9754402518	0.975399953	0.9753630967	0.9753296255	0.9752994795	0.9752725965	0.9752489123	0.9752283611	0.9752108749	0.9751963845	0.9751848194	0.9751761076	0.9751701764	0.9751669519	0.9751663599	0.9751683252	0.9751727725	0.975179626	0.9751888099	0.9752002483	0.9752138654	0.9752295857	0.975247334	0.9752670355	0.975288616	0.9753120019	0.9753371202	0.975363899	0.9753922671	0.9754221542	0.975453491
0.01	0.9729439503	0.9728793224	0.972818782	0.9727622819	0.9727097714	0.9726611963	0.9726164992	0.9725756195	0.9725384941	0.9725050569	0.9724752394	0.9724489709	0.9724261786	0.9724067877	0.9723907219	0.9723779033	0.9723682525	0.9723616891	0.9723581319	0.9723574984	0.972359706	0.9723646712	0.9723723105	0.9723825399	0.9723952757	0.9724104339	0.9724279312	0.9724476842	0.9724696103	0.9724936273	0.9725196538	0.9725476091	0.9725774134	0.9726089879	0.9726422547	0.9726771371
0.011	0.9701717274	0.970100769	0.9700342957	0.9699722562	0.9699145954	0.9698612541	0.96981217	0.9697672771	0.9697265065	0.9696897861	0.9696570414	0.9696281953	0.9696031682	0.9695818786	0.9695642432	0.9695501768	0.969539593	0.9695324038	0.9695285204	0.9695278528	0.9695303107	0.9695358027	0.9695442375	0.9695555234	0.9695695685	0.9695862813	0.9696055702	0.9696273442	0.9696515127	0.9696779857	0.9697066741	0.9697374893	0.9697703439	0.9698051515	0.9698418268	0.9698802856
0.012	0.967375273	0.9672980029	0.9672256134	0.9671580494	0.9670952513	0.9670371555	0.9669836946	0.9669347974	0.9668903895	0.9668503932	0.9668147278	0.96678331	0.9667560537	0.966732871	0.9667136714	0.9666983631	0.9666868522	0.9666790436	0.9666748412	0.9666741474	0.9666768643	0.9666828931	0.9666921345	0.9667044892	0.9667198575	0.9667381402	0.9667592378	0.9667830516	0.9668094831	0.9668384347	0.9668698095	0.9669035113	0.9669394451	0.9669775169	0.9670176341	0.967059705
0.013	0.9645511657	0.9644676014	0.9643893113	0.9643162364	0.964248313	0.9641854731	0.9641276446	0.9640747511	0.9640267131	0.963983447	0.9639448666	0.9639108823	0.963881402	0.963856331	0.9638355725	0.9638190276	0.9638065957	0.9637981744	0.9637936604	0.9637929489	0.9637959345	0.9638025108	0.9638125712	0.9638260086	0.9638427157	0.9638625856	0.9638855112	0.9639113861	0.9639401041	0.96397156	0.9640056491	0.9640422679	0.9640813138	0.9641226853	0.9641662823	0.9642120059
0.014	0.9616958007	0.9616059589	0.9615217827	0.9614432095	0.9613701718	0.9613025972	0.9612404091	0.9611835263	0.9611318641	0.9610853337	0.9610438431	0.9610072969	0.9609755969	0.9609486423	0.9609263297	0.9609085536	0.9608952065	0.9608861794	0.9608813616	0.9608806414	0.9608839059	0.9608910417	0.9609019345	0.9609164698	0.9609345331	0.9609560095	0.9609807846	0.9610087443	0.9610397751	0.961073764	0.9611105989	0.9611501688	0.9611923635	0.9612370743	0.9612841937	0.9613336156
0.015	0.9588053626	0.9587092589	0.9586192101	0.9585351502	0.958457008	0.958384707	0.9583181663	0.9582573003	0.958202019	0.9581522287	0.9581078319	0.9580687276	0.9580348118	0.9580059776	0.9579821152	0.9579631129	0.9579488566	0.9579392304	0.9579341169	0.9579333974	0.957936952	0.9579446599	0.9579563998	0.9579720498	0.9579914879	0.958014592	0.9580412403	0.9580713112	0.9581046837	0.9581412373	0.9581808527	0.9582234113	0.9582687958	0.9583168898	0.9583675788	0.9584207494
0.016	0.9558757929	0.9557734421	0.9556775333	0.9555879973	0.9555047594	0.9554277394	0.9553568522	0.9552920077	0.9552331115	0.9551800648	0.955132765	0.9550911057	0.9550549772	0.9550242668	0.9549988587	0.9549786349	0.954963475	0.9549532567	0.9549478558	0.9549471468	0.954951003	0.9549592966	0.9549718992	0.9549886819	0.9550095153	0.9550342702	0.9550628173	0.955095028	0.9551307737	0.9551699269	0.9552123608	0.9552579494	0.9553065682	0.9553580937	0.9554124041	0.9554693788
0.017	0.9529027548	0.9527941708	0.9526924136	0.9525974112	0.9525090855	0.9524273528	0.9523521241	0.9522833052	0.9522207972	0.9521644968	0.9521142962	0.9520700841	0.9520317453	0.9519991614	0.9519722111	0.9519507702	0.9519347123	0.9519239086	0.9519182286	0.9519175403	0.9519217102	0.9519306038	0.9519440857	0.9519620201	0.9519842706	0.952010701	0.9520411748	0.9520755561	0.9521137093	0.9521554996	0.952200793	0.9522494565	0.9523013582	0.9523563676	0.9524143556	0.9524751947
0.018	0.9498815922	0.9497667882	0.9496591936	0.9495587335	0.9494653269	0.9493788868	0.9492993206	0.9492265302	0.9491604126	0.94910086	0.9490477601	0.9490009965	0.9489604489	0.9489259937	0.948897504	0.9488748499	0.948857899	0.9488465166	0.9488405659	0.9488399086	0.9488444046	0.948853913	0.9488682917	0.948887398	0.9489110888	0.9489392209	0.9489716509	0.9490082358	0.9490488332	0.949093301	0.9491414981	0.9491932846	0.9492485215	0.9493070712	0.9493687977	0.9494335664
0.019	0.9468072834	0.946686272	0.9465728499	0.94646694	0.9463684585	0.9462773153	0.9461934146	0.9461166546	0.9460469285	0.9459841243	0.9459281253	0.9458788105	0.945836055	0.9457997297	0.9457697027	0.9457458386	0.9457279994	0.9457160446	0.9457098314	0.9457092153	0.9457140502	0.9457241886	0.9457394821	0.9457597814	0.9457849367	0.9458147982	0.9458492156	0.9458880392	0.9459311196	0.9459783078	0.9460294559	0.9460844169	0.9461430449	0.9462051954	0.9462707254	0.9463394935
0.02	0.9436743874	0.9435471804	0.9434279402	0.9433165875	0.943213036	0.9431171931	0.9430289597	0.942948231	0.9428748963	0.9428088399	0.942749941	0.9426980744	0.9426531104	0.9426149154	0.9425833524	0.9425582808	0.9425395572	0.9425270357	0.9425205677	0.942520003	0.9425251893	0.9425359732	0.9425522	0.942573714	0.9426003591	0.9426319788	0.9426684164	0.9427095154	0.9427551197	0.9428050737	0.9428592227	0.9429174127	0.9429794912	0.9430453067	0.9431147095	0.9431875513
0.021	0.9404769816	0.9403435903	0.9402185405	0.9401017512	0.9399931339	0.9398925935	0.9398000282	0.9397153302	0.9396383856	0.9395690752	0.9395072744	0.9394528539	0.9394056799	0.9393656144	0.9393325154	0.9393062378	0.9392866329	0.9392735496	0.9392668341	0.9392663303	0.9392718805	0.9392833253	0.9393005039	0.9393232547	0.9393514153	0.9393848229	0.9394233145	0.9394667271	0.9395148981	0.9395676654	0.9396248674	0.9396863439	0.9397519353	0.9398214837	0.9398948325	0.9399718268
0.022	0.9372085898	0.9370690249	0.9369381734	0.9368159527	0.9367022725	0.9365970357	0.9365001381	0.936411469	0.9363309119	0.9362583442	0.936193638	0.9361366603	0.9360872732	0.9360453347	0.9360106987	0.9359832151	0.9359627309	0.9359490898	0.9359421328	0.9359416989	0.9359476246	0.9359597451	0.9359778939	0.9360019035	0.9360316056	0.9360668314	0.9361074116	0.9361531771	0.936203959	0.9362595886	0.9363198982	0.9363847207	0.9364538904	0.9365272427	0.9366046143	0.9366858439
0.023	0.9338620971	0.9337163687	0.9335797226	0.9334520748	0.9333333337	0.9332234003	0.9331221685	0.9330295252	0.9329453513	0.9328695214	0.9328019045	0.9327423642	0.9326907594	0.932646944	0.9326107679	0.9325820769	0.9325607136	0.932546517	0.9325393235	0.9325389669	0.9325452788	0.9325580889	0.9325772256	0.9326025156	0.932633785	0.9326708591	0.9327135629	0.9327617211	0.9328151587	0.9328737011	0.9329371741	0.9330054046	0.9330782202	0.93315545	0.9332369244	0.9333224756
0.024	0.9304296501	0.9302777677	0.9301353331	0.9300022616	0.9298784603	0.9297638288	0.9296582592	0.9295616367	0.9294738399	0.9293947409	0.929324206	0.9292620961	0.9292082665	0.9291625679	0.9291248466	0.9290949447	0.9290727004	0.9290579487	0.9290505215	0.929050248	0.929056955	0.9290704674	0.9290906081	0.9291171989	0.9291500604	0.9291890124	0.9292338743	0.929284465	0.9293406036	0.9294021097	0.929468803	0.9295405042	0.929617035	0.9296982181	0.9297838779	0.9298738399
