#                   R1                   R2                   Z1                   Z2         MIRROR_ANGLE              MLENGTH               MTHICK      COATING                 RB1I                 RB1O                 RB2I                 RB2O                 ZB1I                 ZB1O                 ZB2I                 ZB2O
#                   1D                   1D                   1D                   1D                   1D                   1D                   1D           1J                   1D                   1D                   1D                   1D                   1D                   1D                   1D                   1D
#                   mm                   mm                   mm                   mm                  rad                   mm                   mm                                mm                   mm                   mm                   mm                   mm                   mm                   mm                   mm
   1.283030000000E+02   1.275950000000E+02   1.125000000000E+02  -1.125000000000E+02   3.151000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.273589999934E+02   1.283030000000E+02   1.266569999934E+02   1.275950000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.294660000000E+02   1.287500000000E+02   1.125000000000E+02  -1.125000000000E+02   3.180000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.285129999934E+02   1.294660000000E+02   1.278049999934E+02   1.287500000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.306370000000E+02   1.299150000000E+02   1.125000000000E+02  -1.125000000000E+02   3.209000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.296759999934E+02   1.306370000000E+02   1.289599999934E+02   1.299150000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.318170000000E+02   1.310890000000E+02   1.125000000000E+02  -1.125000000000E+02   3.238000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.308469999934E+02   1.318170000000E+02   1.301249999934E+02   1.310890000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.330060000000E+02   1.322700000000E+02   1.125000000000E+02  -1.125000000000E+02   3.267000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.320269999934E+02   1.330060000000E+02   1.312989999934E+02   1.322700000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.342030000000E+02   1.334610000000E+02   1.125000000000E+02  -1.125000000000E+02   3.296000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.332159999934E+02   1.342030000000E+02   1.324799999934E+02   1.334610000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.354090000000E+02   1.346610000000E+02   1.125000000000E+02  -1.125000000000E+02   3.326000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.344129999934E+02   1.354090000000E+02   1.336709999934E+02   1.346610000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.366250000000E+02   1.358690000000E+02   1.125000000000E+02  -1.125000000000E+02   3.356000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.356189999934E+02   1.366250000000E+02   1.348709999934E+02   1.358690000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.378490000000E+02   1.370870000000E+02   1.125000000000E+02  -1.125000000000E+02   3.386000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.368349999934E+02   1.378490000000E+02   1.360789999934E+02   1.370870000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.390820000000E+02   1.383140000000E+02   1.125000000000E+02  -1.125000000000E+02   3.416000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.380589999934E+02   1.390820000000E+02   1.372969999934E+02   1.383140000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.403250000000E+02   1.395490000000E+02   1.125000000000E+02  -1.125000000000E+02   3.447000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.392919999934E+02   1.403250000000E+02   1.385239999934E+02   1.395490000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.415760000000E+02   1.407940000000E+02   1.125000000000E+02  -1.125000000000E+02   3.477000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.405349999934E+02   1.415760000000E+02   1.397589999934E+02   1.407940000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.428370000000E+02   1.420470000000E+02   1.125000000000E+02  -1.125000000000E+02   3.508000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.417859999934E+02   1.428370000000E+02   1.410039999934E+02   1.420470000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.441070000000E+02   1.433110000000E+02   1.125000000000E+02  -1.125000000000E+02   3.540000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.430469999934E+02   1.441070000000E+02   1.422569999934E+02   1.433110000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.453870000000E+02   1.445830000000E+02   1.125000000000E+02  -1.125000000000E+02   3.571000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.443169999934E+02   1.453870000000E+02   1.435209999934E+02   1.445830000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.466760000000E+02   1.458660000000E+02   1.125000000000E+02  -1.125000000000E+02   3.603000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.455969999934E+02   1.466760000000E+02   1.447929999934E+02   1.458660000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.479750000000E+02   1.471570000000E+02   1.125000000000E+02  -1.125000000000E+02   3.635000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.468859999934E+02   1.479750000000E+02   1.460759999934E+02   1.471570000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.492840000000E+02   1.484580000000E+02   1.125000000000E+02  -1.125000000000E+02   3.667000000000E-03   2.250000000000E+02   2.099999934435E-01            8   1.481849999934E+02   1.492840000000E+02   1.473669999934E+02   1.484580000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.506010000000E+02   1.497690000000E+02   1.125000000000E+02  -1.125000000000E+02   3.699000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.494939999934E+02   1.506010000000E+02   1.486679999934E+02   1.497690000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.519290000000E+02   1.510890000000E+02   1.125000000000E+02  -1.125000000000E+02   3.732000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.508109999934E+02   1.519290000000E+02   1.499789999934E+02   1.510890000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.532670000000E+02   1.524190000000E+02   1.125000000000E+02  -1.125000000000E+02   3.765000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.521389999934E+02   1.532670000000E+02   1.512989999934E+02   1.524190000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.546140000000E+02   1.537600000000E+02   1.125000000000E+02  -1.125000000000E+02   3.798000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.534769999934E+02   1.546140000000E+02   1.526289999934E+02   1.537600000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.559720000000E+02   1.551100000000E+02   1.125000000000E+02  -1.125000000000E+02   3.831000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.548239999934E+02   1.559720000000E+02   1.539699999934E+02   1.551100000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.573400000000E+02   1.564700000000E+02   1.125000000000E+02  -1.125000000000E+02   3.865000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.561819999934E+02   1.573400000000E+02   1.553199999934E+02   1.564700000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.587180000000E+02   1.578400000000E+02   1.125000000000E+02  -1.125000000000E+02   3.898000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.575499999934E+02   1.587180000000E+02   1.566799999934E+02   1.578400000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.601050000000E+02   1.592210000000E+02   1.125000000000E+02  -1.125000000000E+02   3.933000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.589279999934E+02   1.601050000000E+02   1.580499999934E+02   1.592210000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.615030000000E+02   1.606110000000E+02   1.125000000000E+02  -1.125000000000E+02   3.967000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.603149999934E+02   1.615030000000E+02   1.594309999934E+02   1.606110000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.629120000000E+02   1.620120000000E+02   1.125000000000E+02  -1.125000000000E+02   4.002000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.617129999934E+02   1.629120000000E+02   1.608209999934E+02   1.620120000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.643310000000E+02   1.634230000000E+02   1.125000000000E+02  -1.125000000000E+02   4.036000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.631219999934E+02   1.643310000000E+02   1.622219999934E+02   1.634230000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.657610000000E+02   1.648450000000E+02   1.125000000000E+02  -1.125000000000E+02   4.071000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.645409999934E+02   1.657610000000E+02   1.636329999934E+02   1.648450000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.672010000000E+02   1.662770000000E+02   1.125000000000E+02  -1.125000000000E+02   4.107000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.659709999934E+02   1.672010000000E+02   1.650549999934E+02   1.662770000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.686520000000E+02   1.677200000000E+02   1.125000000000E+02  -1.125000000000E+02   4.143000000000E-03   2.250000000000E+02   2.099999934435E-01            9   1.674109999934E+02   1.686520000000E+02   1.664869999934E+02   1.677200000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.701140000000E+02   1.691740000000E+02   1.125000000000E+02  -1.125000000000E+02   4.178000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.688619999934E+02   1.701140000000E+02   1.679299999934E+02   1.691740000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.715860000000E+02   1.706380000000E+02   1.125000000000E+02  -1.125000000000E+02   4.215000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.703239999934E+02   1.715860000000E+02   1.693839999934E+02   1.706380000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.730690000000E+02   1.721130000000E+02   1.125000000000E+02  -1.125000000000E+02   4.251000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.717959999934E+02   1.730690000000E+02   1.708479999934E+02   1.721130000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.745630000000E+02   1.735990000000E+02   1.125000000000E+02  -1.125000000000E+02   4.288000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.732789999934E+02   1.745630000000E+02   1.723229999934E+02   1.735990000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.760700000000E+02   1.750960000000E+02   1.125000000000E+02  -1.125000000000E+02   4.325000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.747729999934E+02   1.760700000000E+02   1.738089999934E+02   1.750960000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.775860000000E+02   1.766040000000E+02   1.125000000000E+02  -1.125000000000E+02   4.362000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.762799999934E+02   1.775860000000E+02   1.753059999934E+02   1.766040000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.791140000000E+02   1.781240000000E+02   1.125000000000E+02  -1.125000000000E+02   4.399000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.777959999934E+02   1.791140000000E+02   1.768139999934E+02   1.781240000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.806530000000E+02   1.796550000000E+02   1.125000000000E+02  -1.125000000000E+02   4.437000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.793239999934E+02   1.806530000000E+02   1.783339999934E+02   1.796550000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.822030000000E+02   1.811970000000E+02   1.125000000000E+02  -1.125000000000E+02   4.475000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.808629999934E+02   1.822030000000E+02   1.798649999934E+02   1.811970000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.837660000000E+02   1.827500000000E+02   1.125000000000E+02  -1.125000000000E+02   4.514000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.824129999934E+02   1.837660000000E+02   1.814069999934E+02   1.827500000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.853390000000E+02   1.843150000000E+02   1.125000000000E+02  -1.125000000000E+02   4.552000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.839759999934E+02   1.853390000000E+02   1.829599999934E+02   1.843150000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.869240000000E+02   1.858920000000E+02   1.125000000000E+02  -1.125000000000E+02   4.591000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.855489999934E+02   1.869240000000E+02   1.845249999934E+02   1.858920000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.885210000000E+02   1.874790000000E+02   1.125000000000E+02  -1.125000000000E+02   4.631000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.871339999934E+02   1.885210000000E+02   1.861019999934E+02   1.874790000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.901300000000E+02   1.890800000000E+02   1.125000000000E+02  -1.125000000000E+02   4.670000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.887309999934E+02   1.901300000000E+02   1.876889999934E+02   1.890800000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.917510000000E+02   1.906910000000E+02   1.125000000000E+02  -1.125000000000E+02   4.710000000000E-03   2.250000000000E+02   2.099999934435E-01           10   1.903399999934E+02   1.917510000000E+02   1.892899999934E+02   1.906910000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
